customerID,tenure_group,charge_tier,MonthlyCharges,TotalCharges,tenure,Contract,PaymentMethod,churn_label
2971-SGAFL,mid,high,78.75,995.35,13,Month-to-month,Electronic check,0
1480-IVEVR,mid,high,81.6,2815.25,35,One year,Bank transfer (automatic),0
2905-KFQUV,new,high,70.4,154.8,2,Month-to-month,Credit card (automatic),0
4581-SSPWD,new,high,75.8,246.3,3,Month-to-month,Electronic check,1
3370-HXOPH,new,high,76.1,257.6,3,Month-to-month,Electronic check,0
9391-YZEJW,loyal,high,94.0,5757.2,62,One year,Bank transfer (automatic),0
9958-MEKUC,loyal,high,103.95,7517.7,72,Two year,Credit card (automatic),0
0281-CNTZX,loyal,low,19.95,1234.8,63,Two year,Bank transfer (automatic),0
6927-WTFIV,mid,high,71.3,1389.2,20,Month-to-month,Credit card (automatic),1
4118-CEVPF,mid,high,110.8,3836.3,35,One year,Bank transfer (automatic),0
3398-ZOUAA,mid,high,69.1,1474.75,21,Month-to-month,Electronic check,1
9114-VEPUF,loyal,high,96.1,6001.45,62,One year,Electronic check,0
7876-BEUTG,mid,medium,48.8,720.1,15,Month-to-month,Mailed check,0
2338-BQEZT,loyal,medium,50.55,2832.75,55,Month-to-month,Credit card (automatic),0
9873-MNDKV,new,medium,44.65,472.25,11,Month-to-month,Mailed check,0
0378-NHQXU,mid,high,88.25,1460.65,17,Month-to-month,Electronic check,1
8241-JUIQO,loyal,low,19.45,1336.35,61,One year,Bank transfer (automatic),0
2194-IIQOF,loyal,high,89.3,6388.65,71,Two year,Credit card (automatic),0
4512-ZUIYL,new,high,70.0,153.05,2,Month-to-month,Bank transfer (automatic),1
9631-RXVJM,mid,low,19.25,677.9,35,Two year,Mailed check,0
9584-EXCDZ,mid,high,70.5,1165.6,17,Month-to-month,Bank transfer (automatic),0
7969-AULMZ,mid,high,97.35,2119.5,21,Month-to-month,Electronic check,1
5093-FEGLU,loyal,low,19.65,921.55,47,Two year,Bank transfer (automatic),0
2621-UDNLU,new,low,20.85,72.0,3,Month-to-month,Mailed check,0
7526-IVLYU,new,low,19.65,68.35,3,Month-to-month,Mailed check,0
2428-HYUNX,loyal,low,19.35,847.25,44,Two year,Credit card (automatic),0
9214-EKVXR,new,medium,44.0,44.0,1,Month-to-month,Mailed check,0
3410-MHHUM,loyal,high,94.4,4295.35,44,One year,Electronic check,0
0568-ONFPC,new,low,25.9,135.0,5,Month-to-month,Bank transfer (automatic),1
0733-VUNUW,mid,medium,55.65,1400.55,24,Month-to-month,Bank transfer (automatic),1
4550-EVXNY,new,high,69.65,69.65,1,Month-to-month,Electronic check,1
2122-YWVYA,mid,high,75.4,1380.4,18,Month-to-month,Electronic check,0
2968-SSGAA,new,high,100.6,1060.2,10,Month-to-month,Electronic check,1
2296-DKZFP,loyal,high,71.0,4386.2,65,Two year,Bank transfer (automatic),0
4844-JJWUY,new,high,86.0,86.0,1,Month-to-month,Electronic check,1
6777-TGHTM,loyal,high,106.95,5785.5,53,One year,Credit card (automatic),1
8909-BOLNL,new,low,21.2,52.05,3,One year,Mailed check,0
6603-YRDCJ,mid,medium,61.05,2018.4,33,Two year,Mailed check,0
3538-WZPHD,new,low,29.6,79.45,3,Month-to-month,Electronic check,1
3229-USWAR,mid,high,79.95,2727.3,34,One year,Bank transfer (automatic),0
2138-VFAPZ,mid,low,19.7,263.65,14,Two year,Mailed check,0
6131-JLWZM,mid,low,20.3,275.4,13,Month-to-month,Mailed check,0
4785-QRJHC,loyal,medium,59.9,2816.65,46,One year,Bank transfer (automatic),1
0269-XFESX,mid,low,24.35,538.5,23,One year,Mailed check,0
1709-EJDOX,loyal,low,19.75,948.9,47,Two year,Mailed check,0
4316-XCSLJ,mid,medium,50.3,846.8,17,Month-to-month,Mailed check,0
8610-WFCJF,loyal,high,95.6,4783.5,49,Month-to-month,Electronic check,1
9693-XMUOB,loyal,medium,50.25,2997.45,59,Month-to-month,Electronic check,0
0383-CLDDA,loyal,high,85.35,5897.4,69,Two year,Credit card (automatic),0
4905-JEFDW,new,medium,41.6,470.6,11,One year,Electronic check,1
2709-UQGNP,new,medium,51.65,524.5,10,Month-to-month,Mailed check,0
3549-ZTMNH,new,low,24.0,269.65,12,Two year,Bank transfer (automatic),0
7881-INRLC,loyal,high,100.85,4740.0,45,Month-to-month,Credit card (automatic),1
8033-ATFAS,loyal,medium,59.85,2341.5,39,Month-to-month,Mailed check,0
1635-NZATJ,loyal,low,25.45,1789.65,71,Two year,Credit card (automatic),0
0562-HKHML,loyal,low,23.9,1626.4,71,Two year,Credit card (automatic),0
8277-RVRSV,mid,low,24.15,800.3,33,One year,Credit card (automatic),0
9943-VSZUV,loyal,high,75.7,5060.85,67,Month-to-month,Mailed check,0
0117-LFRMW,loyal,medium,40.2,1448.8,37,Month-to-month,Bank transfer (automatic),1
6172-FECYY,loyal,high,84.5,4254.85,49,Month-to-month,Electronic check,1
7054-ENNGU,new,medium,50.85,466.6,9,Month-to-month,Mailed check,0
1455-HFBXA,loyal,high,91.6,4627.8,52,Two year,Credit card (automatic),0
9402-CXWPL,loyal,high,98.9,6838.6,70,One year,Electronic check,0
1628-BIZYP,new,high,85.0,85.0,1,Month-to-month,Electronic check,0
1965-AKTSX,mid,high,78.95,1101.85,14,Month-to-month,Electronic check,1
0082-LDZUE,new,medium,44.3,44.3,1,Month-to-month,Mailed check,0
4786-UKSNZ,new,low,20.2,20.2,1,Month-to-month,Mailed check,1
5343-SGUBI,loyal,high,80.2,4297.6,52,One year,Mailed check,0
0856-NAOES,new,medium,60.9,414.1,6,Month-to-month,Mailed check,0
1976-AZZPJ,new,low,34.2,256.6,7,Month-to-month,Mailed check,0
7248-VZQLC,loyal,high,85.2,3969.35,47,Month-to-month,Bank transfer (automatic),1
6156-UZDLF,mid,high,87.15,2274.1,26,One year,Credit card (automatic),0
3099-OONVS,mid,medium,54.3,1296.8,25,Month-to-month,Electronic check,0
9500-WBGRP,loyal,low,19.1,1268.85,69,Two year,Mailed check,0
5183-KLYEM,loyal,high,112.75,8192.6,72,Two year,Credit card (automatic),0
5144-PQCDZ,new,low,19.95,59.25,4,Month-to-month,Mailed check,0
8514-VZHEB,loyal,low,19.5,1147.85,59,Two year,Mailed check,0
6625-IUTTT,loyal,high,65.55,4361.55,67,Two year,Bank transfer (automatic),0
9355-NPPFS,mid,high,78.8,2006.1,26,Month-to-month,Electronic check,0
0068-FIGTF,mid,high,78.2,2078.95,27,One year,Mailed check,0
5965-GGPRW,loyal,high,105.25,7609.75,72,Two year,Bank transfer (automatic),0
8035-PWSEV,new,high,89.25,487.05,6,Month-to-month,Electronic check,0
2236-HILPA,loyal,low,20.65,1218.45,62,Two year,Credit card (automatic),0
1840-BIUOG,mid,high,68.7,1416.2,20,One year,Electronic check,0
1356-MKYSK,new,high,78.65,483.3,6,Month-to-month,Credit card (automatic),0
6080-LNESI,loyal,low,24.75,1234.6,51,Two year,Mailed check,0
1830-IPXVJ,loyal,low,19.75,1311.6,61,Two year,Credit card (automatic),0
5828-DWPIL,loyal,high,89.1,5618.3,62,Month-to-month,Electronic check,0
8398-TBIYD,loyal,high,84.7,6185.15,72,Two year,Bank transfer (automatic),0
0011-IGKFF,mid,high,98.0,1237.85,13,Month-to-month,Electronic check,1
4192-GORJT,new,high,94.45,498.1,5,Month-to-month,Electronic check,1
6496-SLWHQ,new,high,105.0,294.45,3,Month-to-month,Electronic check,1
9912-GVSEQ,mid,high,93.85,2381.55,26,Month-to-month,Electronic check,1
2931-FSOHN,mid,medium,59.9,788.35,13,Month-to-month,Electronic check,0
9418-RUKPH,loyal,low,19.95,756.4,38,Two year,Mailed check,0
5383-MMTWC,new,high,84.0,613.4,8,Month-to-month,Electronic check,1
9971-ZWPBF,mid,high,108.9,3625.2,34,Month-to-month,Electronic check,0
4712-AUQZO,mid,low,33.6,550.35,18,Month-to-month,Mailed check,0
9711-FJTBX,loyal,high,85.85,4793.8,56,One year,Mailed check,0
2908-ZTPNF,mid,low,34.85,1267.2,36,Month-to-month,Bank transfer (automatic),0
7240-ETPTR,new,medium,48.75,442.2,9,Month-to-month,Electronic check,1
2202-CUYXZ,new,high,84.85,84.85,1,Month-to-month,Electronic check,1
5995-OIGLP,new,medium,56.65,654.85,12,Month-to-month,Mailed check,1
8421-WZOOW,loyal,high,95.3,5567.45,57,Month-to-month,Credit card (automatic),0
6261-RCVNS,loyal,high,73.9,3160.55,42,One year,Credit card (automatic),1
7951-QKZPL,mid,low,24.5,740.3,33,Two year,Mailed check,1
1414-YADCW,loyal,high,84.6,5706.2,70,Two year,Bank transfer (automatic),0
8756-RDDLT,loyal,medium,44.95,3085.35,68,Month-to-month,Electronic check,0
2862-PFNIK,new,low,24.7,24.7,1,Month-to-month,Electronic check,0
5816-QVHRX,loyal,high,100.3,3541.4,37,Month-to-month,Credit card (automatic),0
4430-YHXGG,new,low,25.45,84.2,4,Month-to-month,Mailed check,0
6888-SBYAI,new,medium,50.7,50.7,1,Month-to-month,Mailed check,0
7395-XWZOY,mid,medium,55.0,1165.55,20,Month-to-month,Credit card (automatic),0
7169-YWAMK,loyal,high,68.4,4855.35,72,Two year,Bank transfer (automatic),0
3640-PHQXK,mid,high,89.9,2806.9,31,Month-to-month,Electronic check,1
6877-LGWXO,mid,high,78.55,1422.65,18,Month-to-month,Electronic check,1
6859-RKMZJ,new,medium,55.05,608.15,11,Month-to-month,Bank transfer (automatic),0
2729-VNVAP,mid,low,19.8,641.35,33,Two year,Credit card (automatic),0
2957-JIRMN,loyal,high,84.45,4959.15,62,One year,Electronic check,0
2049-BAFNW,new,medium,35.9,35.9,1,Month-to-month,Mailed check,0
3842-QTGDL,mid,high,80.75,1321.3,16,Month-to-month,Bank transfer (automatic),0
7163-OCEQI,mid,high,78.65,1663.75,22,One year,Mailed check,0
9782-LGXMC,loyal,medium,61.75,3024.15,49,Month-to-month,Bank transfer (automatic),0
5975-BAICR,mid,medium,63.7,2188.5,36,One year,Credit card (automatic),0
8019-ENHXU,loyal,high,99.45,4138.05,42,Month-to-month,Electronic check,1
5167-GBFRE,new,low,25.2,102.5,4,Month-to-month,Bank transfer (automatic),1
9033-EOXWV,new,high,74.05,872.65,12,One year,Mailed check,1
4673-KKSLS,mid,high,87.6,2724.25,31,Month-to-month,Electronic check,0
4853-OITSN,new,high,89.15,413.25,5,Month-to-month,Electronic check,0
9800-OUIGR,loyal,low,20.0,1374.2,66,Two year,Credit card (automatic),0
1324-NLTJE,mid,medium,55.0,757.1,15,Month-to-month,Credit card (automatic),1
2324-EFHVG,loyal,high,104.4,6692.65,64,Two year,Bank transfer (automatic),0
7094-MSZAO,new,low,20.05,218.5,10,Month-to-month,Credit card (automatic),0
1522-VVDMG,new,high,89.75,608.8,7,Month-to-month,Electronic check,1
6907-CQGPN,mid,low,34.3,1004.75,29,Month-to-month,Electronic check,0
0780-XNZFN,loyal,low,20.65,1125.6,57,Two year,Bank transfer (automatic),0
0239-OXEXL,loyal,high,84.25,3847.6,46,Month-to-month,Mailed check,0
2675-IJRGJ,loyal,low,19.65,978.0,53,Two year,Bank transfer (automatic),0
7049-GKVZY,mid,high,79.85,1387.35,17,One year,Credit card (automatic),0
8577-QSOCG,loyal,low,20.2,746.05,38,Two year,Mailed check,0
3721-CNZHX,mid,low,19.8,304.6,15,One year,Mailed check,0
0212-ISBBF,mid,medium,50.35,1098.85,22,Month-to-month,Electronic check,0
9185-TQCVP,mid,high,85.15,1139.2,14,Month-to-month,Electronic check,1
3585-YNADK,loyal,high,74.6,4368.95,57,One year,Bank transfer (automatic),0
5271-DBYSJ,new,high,79.15,827.7,11,Month-to-month,Credit card (automatic),0
1099-GODLO,new,low,20.35,20.35,1,Two year,Mailed check,0
6828-HMKWP,new,low,21.05,262.05,12,Two year,Bank transfer (automatic),0
5567-WSELE,new,high,94.6,279.55,3,Month-to-month,Electronic check,1
1472-TNCWL,mid,high,94.7,3512.5,36,Month-to-month,Electronic check,0
8063-RJYNF,mid,high,94.25,1483.25,16,Month-to-month,Electronic check,1
0687-ZVTHB,loyal,high,72.45,4653.85,65,One year,Credit card (automatic),1
2080-GKCWQ,new,high,74.95,151.75,2,Month-to-month,Electronic check,0
9661-ACXBS,loyal,high,105.2,4400.75,42,Month-to-month,Electronic check,1
2193-SFWQW,loyal,high,111.95,8033.1,72,Two year,Bank transfer (automatic),0
5656-JAMLX,loyal,low,19.85,1253.65,62,Two year,Bank transfer (automatic),0
3462-BJQQA,new,high,89.75,552.65,6,Month-to-month,Electronic check,0
0442-TDYUO,loyal,low,20.05,1036.0,48,Two year,Mailed check,0
6733-LRIZX,mid,high,108.95,4025.5,35,Two year,Electronic check,0
9503-XJUME,loyal,low,19.65,928.4,52,One year,Credit card (automatic),0
4367-NHWMM,new,low,24.9,24.9,1,Month-to-month,Mailed check,0
3727-RJMEO,new,high,82.85,460.25,6,Month-to-month,Electronic check,1
3779-OSWCF,loyal,high,93.2,6506.15,71,Two year,Credit card (automatic),0
6736-DHUQI,loyal,high,84.8,5598.3,67,One year,Bank transfer (automatic),0
3915-ODIYG,loyal,high,71.75,4374.55,60,One year,Electronic check,0
1360-RCYRT,mid,low,30.35,678.75,23,Month-to-month,Bank transfer (automatic),0
2724-FJDYW,loyal,medium,54.85,2191.7,39,One year,Bank transfer (automatic),0
4451-RWASJ,mid,low,19.5,239.75,15,One year,Mailed check,0
6646-VRFOL,loyal,high,103.85,5485.5,53,Month-to-month,Electronic check,1
3460-TJBWI,mid,low,24.2,609.05,24,Two year,Mailed check,0
5917-HBSDW,loyal,low,19.35,683.75,37,Month-to-month,Electronic check,0
5685-IIXLY,new,high,83.6,404.2,5,Month-to-month,Electronic check,1
5671-UUNXD,loyal,high,100.65,5189.75,50,One year,Electronic check,0
0956-ACVZC,loyal,high,94.1,5060.9,54,One year,Credit card (automatic),0
2325-NBPZG,new,high,74.55,233.65,3,Month-to-month,Electronic check,0
4250-ZBWLV,loyal,high,108.45,7176.55,68,One year,Electronic check,1
4482-FTFFX,new,medium,56.15,291.45,5,Month-to-month,Electronic check,0
8859-DZTGQ,mid,low,20.35,689.75,33,Two year,Mailed check,0
0440-MOGPM,loyal,high,80.55,3263.9,41,One year,Electronic check,0
0020-JDNXP,mid,medium,61.25,1993.2,34,One year,Mailed check,0
3752-CQSJI,mid,low,20.45,254.5,13,Month-to-month,Mailed check,0
5025-GOOKI,mid,low,18.9,347.65,20,Month-to-month,Credit card (automatic),0
4698-KVLLG,loyal,low,19.6,967.9,51,Two year,Credit card (automatic),0
5095-AESKG,new,high,91.5,242.95,3,Month-to-month,Credit card (automatic),1
2887-JPYLU,loyal,medium,45.2,1841.9,41,Month-to-month,Bank transfer (automatic),0
4770-QAZXN,mid,low,19.45,232.1,13,Month-to-month,Credit card (automatic),0
4896-CPRPF,mid,low,25.45,809.25,35,Two year,Bank transfer (automatic),0
1871-MOWRM,new,high,80.85,866.45,12,Month-to-month,Bank transfer (automatic),1
9714-EDSUC,new,high,94.9,360.55,4,Month-to-month,Mailed check,0
2027-OAQQC,loyal,medium,49.05,2076.2,43,Month-to-month,Bank transfer (automatic),1
0282-NVSJS,new,low,29.3,355.9,12,Month-to-month,Mailed check,0
9090-SGQXL,loyal,high,105.3,7299.65,68,Month-to-month,Electronic check,1
6595-YGXIT,mid,high,88.95,2291.2,25,Month-to-month,Electronic check,1
7353-YOWFP,new,low,20.25,129.15,7,One year,Mailed check,0
9835-ZIITK,loyal,high,110.85,7491.75,66,One year,Electronic check,1
8008-ESFLK,loyal,high,110.5,5835.5,53,One year,Electronic check,0
7537-CBQUZ,loyal,high,109.4,7031.45,63,Month-to-month,Bank transfer (automatic),0
1555-DJEQW,loyal,high,114.2,7723.9,70,Two year,Bank transfer (automatic),1
5649-TJHOV,mid,medium,36.5,1032.0,27,Month-to-month,Bank transfer (automatic),1
0519-XUZJU,new,high,70.75,70.75,1,Month-to-month,Mailed check,1
3363-EWLGO,new,low,19.95,109.6,5,Month-to-month,Mailed check,0
4750-UKWJK,loyal,low,19.6,727.8,37,One year,Mailed check,0
6338-AVWCY,new,medium,40.15,130.75,3,Month-to-month,Mailed check,1
1689-YQBYY,new,high,76.6,893.0,12,Month-to-month,Electronic check,0
4487-ZYJZK,loyal,low,19.6,763.1,38,One year,Credit card (automatic),0
2959-FENLU,new,high,85.3,781.4,9,Month-to-month,Credit card (automatic),0
0708-LGSMF,mid,high,65.85,902.25,13,Month-to-month,Electronic check,0
9253-QXKBE,mid,high,94.45,2653.65,29,Month-to-month,Electronic check,1
7634-HLQJR,loyal,low,20.05,1016.7,47,Two year,Credit card (automatic),0
0487-RPVUM,loyal,high,99.4,5943.65,61,Month-to-month,Bank transfer (automatic),0
4079-ULGFR,mid,low,20.0,275.7,16,Month-to-month,Mailed check,0
2516-XSJKX,loyal,high,78.45,3126.45,41,Two year,Electronic check,0
0057-QBUQH,loyal,low,25.1,1070.15,43,Two year,Electronic check,0
9445-SZLCH,mid,high,97.35,3457.9,36,Month-to-month,Bank transfer (automatic),1
6599-SFQVE,new,medium,55.0,340.4,6,Month-to-month,Electronic check,0
8331-ZXFOE,loyal,high,71.1,4299.2,58,One year,Credit card (automatic),0
4003-FUSHP,mid,medium,61.55,1093.2,19,Month-to-month,Credit card (automatic),0
0356-ERHVT,new,medium,45.9,521.9,11,Month-to-month,Bank transfer (automatic),0
7325-ENZFI,loyal,medium,40.3,1630.4,39,One year,Bank transfer (automatic),0
4884-ZTHVF,new,high,87.1,713.6,8,Month-to-month,Electronic check,0
3920-HIHMQ,mid,medium,49.5,1265.65,26,Month-to-month,Mailed check,0
3055-OYMSE,loyal,high,73.8,4003.85,53,Month-to-month,Credit card (automatic),0
0613-WUXUM,loyal,low,19.2,1401.4,70,Two year,Mailed check,0
7568-PODML,new,medium,45.3,45.3,1,Month-to-month,Mailed check,1
4458-KVRBJ,loyal,low,25.0,1510.5,59,Two year,Mailed check,0
5349-IECLD,new,high,94.95,178.1,2,Month-to-month,Electronic check,1
1397-XKKWR,new,medium,35.3,264.8,7,One year,Mailed check,0
3945-GFWQL,new,medium,44.55,480.6,12,Month-to-month,Electronic check,1
8097-OMULG,loyal,high,76.75,4541.9,59,One year,Credit card (automatic),0
6013-BHCAW,loyal,high,81.0,4976.15,61,Two year,Bank transfer (automatic),0
0401-WDBXM,loyal,high,105.55,7542.25,72,Two year,Bank transfer (automatic),0
3387-PLKUI,mid,low,18.8,251.25,13,Month-to-month,Mailed check,0
6096-EGVTU,loyal,low,24.9,1595.5,64,One year,Mailed check,0
3797-VTIDR,new,low,23.45,23.45,1,Month-to-month,Electronic check,1
5081-NWSUP,new,medium,64.9,685.55,10,One year,Mailed check,0
2580-ATZSQ,loyal,medium,61.35,3874.1,65,One year,Bank transfer (automatic),0
8085-MSNLK,loyal,high,113.95,6891.4,62,Two year,Mailed check,0
9691-HKOVS,loyal,high,90.15,4916.95,55,One year,Electronic check,0
9881-VCZEP,mid,medium,54.1,1373.0,25,Month-to-month,Electronic check,0
9526-BIHHD,new,low,29.7,29.7,1,Month-to-month,Mailed check,1
8757-TFHHJ,new,medium,49.8,49.8,1,Month-to-month,Credit card (automatic),0
4523-WXCEF,loyal,high,101.1,6039.9,59,Month-to-month,Electronic check,1
1468-DEFNC,loyal,low,24.4,1548.65,64,Two year,Bank transfer (automatic),0
5119-KEPFY,mid,high,95.0,3440.25,36,Month-to-month,Bank transfer (automatic),0
8364-TRMMK,new,medium,50.65,151.3,3,Month-to-month,Mailed check,1
0916-KNFAJ,loyal,high,69.9,4226.7,61,Two year,Mailed check,0
8319-QBEHW,mid,medium,39.95,1023.75,26,One year,Bank transfer (automatic),0
3063-QFSZL,new,medium,55.4,55.4,1,Month-to-month,Electronic check,1
8775-LHDJH,new,high,90.6,90.6,1,Month-to-month,Electronic check,1
9625-QNLUX,loyal,high,103.25,7074.4,68,Two year,Credit card (automatic),0
3097-NQYSN,new,high,86.85,156.35,2,Month-to-month,Mailed check,1
4024-CSNBY,loyal,high,94.25,6849.75,72,Two year,Bank transfer (automatic),0
7110-BDTWG,loyal,medium,47.05,3263.6,71,Two year,Electronic check,0
7493-GVFIO,loyal,low,20.55,1252.85,57,Two year,Credit card (automatic),0
0690-SRQID,new,low,19.65,67.55,4,Month-to-month,Mailed check,0
9605-WGJVW,new,high,70.2,70.2,1,Month-to-month,Electronic check,0
9114-DPSIA,loyal,high,81.0,5750.0,72,Two year,Credit card (automatic),0
4700-UBQMV,mid,high,75.9,1549.75,21,One year,Bank transfer (automatic),0
7711-GQBZC,loyal,low,24.7,1810.55,71,Two year,Bank transfer (automatic),0
3565-UNOCC,mid,high,99.05,2952.85,29,Month-to-month,Bank transfer (automatic),1
4627-MIHJH,loyal,high,110.25,7467.55,69,Two year,Credit card (automatic),0
9795-NREXC,loyal,high,85.0,5484.4,64,Two year,Credit card (automatic),0
8573-CGOCC,mid,low,19.75,294.9,16,Month-to-month,Credit card (automatic),0
7356-AYNJP,new,low,23.9,97.5,4,One year,Electronic check,0
9249-FXSCK,loyal,high,111.25,5916.45,52,One year,Credit card (automatic),1
5493-SDRDQ,new,medium,55.1,113.35,2,Month-to-month,Mailed check,1
6286-SUUWT,new,low,19.95,19.95,1,Month-to-month,Mailed check,0
4819-HJPIW,mid,low,25.15,476.8,18,Month-to-month,Mailed check,0
8654-DHAOW,new,medium,54.15,101.65,2,Month-to-month,Mailed check,0
5438-QMDDL,mid,medium,59.8,1130.85,19,Month-to-month,Mailed check,0
9812-GHVRI,loyal,high,83.85,3532.25,40,Month-to-month,Bank transfer (automatic),0
5553-AOINX,loyal,high,104.9,6891.45,66,One year,Electronic check,0
1228-ZLNBX,mid,high,75.3,1570.7,21,Month-to-month,Mailed check,0
4226-KKDON,new,high,66.65,520.95,8,Month-to-month,Electronic check,0
3831-YCPUO,loyal,high,109.5,7854.9,72,Two year,Credit card (automatic),0
7445-WMRBW,loyal,high,73.85,3581.4,48,One year,Bank transfer (automatic),0
3308-DGHKL,loyal,low,19.3,1447.9,69,Two year,Bank transfer (automatic),0
9924-JPRMC,loyal,high,118.2,8547.15,72,Two year,Electronic check,0
0080-EMYVY,mid,medium,51.45,727.85,14,One year,Credit card (automatic),0
6218-KNUBD,new,medium,59.45,357.6,6,Month-to-month,Electronic check,0
7337-CINUD,new,low,19.5,159.35,8,Two year,Bank transfer (automatic),0
7609-NRNCA,mid,low,19.55,280.85,17,One year,Mailed check,0
0623-EJQEG,loyal,high,93.55,6069.25,65,One year,Electronic check,0
7153-CHRBV,loyal,medium,59.3,3274.35,57,One year,Mailed check,0
0871-URUWO,mid,high,102.25,1359.0,13,Month-to-month,Credit card (automatic),1
9190-MFJLN,mid,high,95.9,1777.9,19,Month-to-month,Credit card (automatic),1
6198-PNNSZ,loyal,high,109.8,6109.65,56,One year,Bank transfer (automatic),0
3317-VLGQT,mid,high,78.1,1122.4,14,Month-to-month,Electronic check,0
4132-POCZS,loyal,medium,39.9,2020.9,52,Month-to-month,Electronic check,0
5614-DNZCE,loyal,medium,64.9,3795.45,58,Two year,Credit card (automatic),0
1095-JUDTC,loyal,high,95.05,4504.55,47,Month-to-month,Electronic check,1
3896-RCYYE,loyal,medium,53.4,3579.15,67,Month-to-month,Credit card (automatic),0
9638-JIQYA,new,low,24.9,49.7,2,Month-to-month,Credit card (automatic),0
3258-SANFR,new,medium,44.7,276.5,6,Month-to-month,Credit card (automatic),0
3726-TBHQT,loyal,high,114.0,8175.9,71,Two year,Bank transfer (automatic),0
3190-ITQXP,loyal,low,20.25,890.35,46,Two year,Bank transfer (automatic),0
0870-VEMYL,new,medium,53.85,259.8,5,Month-to-month,Credit card (automatic),1
4833-QTJNO,loyal,high,83.85,5588.8,67,Month-to-month,Bank transfer (automatic),0
3039-MJSLN,new,low,20.2,50.6,3,Month-to-month,Bank transfer (automatic),0
0178-CIIKR,new,low,19.95,58.0,3,Month-to-month,Mailed check,0
5385-SUIRI,loyal,high,104.2,5568.35,52,Month-to-month,Electronic check,1
3982-XWFZQ,loyal,medium,50.25,2203.65,42,Month-to-month,Electronic check,1
5774-QPLTF,loyal,low,20.35,938.95,50,One year,Mailed check,0
2322-VCZHZ,mid,high,90.0,2024.1,23,Month-to-month,Electronic check,0
5010-IPEAQ,loyal,medium,54.2,3623.95,67,Two year,Credit card (automatic),0
4009-ALQFH,mid,high,99.5,2369.05,25,Month-to-month,Electronic check,1
6383-ZTSIW,loyal,high,99.1,3877.95,39,One year,Mailed check,0
8990-YOZLV,loyal,high,66.9,4577.9,69,Two year,Mailed check,0
3069-SSVSN,new,low,25.85,25.85,1,One year,Mailed check,0
5222-IMUKT,mid,high,91.05,2871.5,32,Month-to-month,Electronic check,0
3627-FCRDW,new,high,71.0,672.55,9,Month-to-month,Electronic check,1
7562-GSUHK,mid,high,93.2,1573.7,16,Month-to-month,Credit card (automatic),1
6685-XSHHU,loyal,low,20.95,1270.55,60,Two year,Bank transfer (automatic),0
8901-UPRHR,loyal,high,109.2,7711.45,72,Two year,Bank transfer (automatic),0
4903-UYAVB,new,low,19.35,126.05,5,Month-to-month,Mailed check,1
0118-JPNOY,mid,high,85.8,2193.65,26,Month-to-month,Credit card (automatic),0
6776-TLWOI,new,low,19.85,64.55,3,Month-to-month,Mailed check,1
3845-FXCYS,new,low,19.65,31.2,2,Month-to-month,Electronic check,0
5857-XRECV,new,low,20.5,38.25,2,One year,Bank transfer (automatic),0
0725-CXOTM,mid,high,89.65,3348.1,36,One year,Credit card (automatic),0
4343-EJVQB,new,high,74.35,533.6,7,Month-to-month,Mailed check,0
9000-PLFUZ,loyal,medium,49.45,2907.55,60,Two year,Credit card (automatic),0
3427-GGZZI,mid,high,89.1,1620.8,19,Month-to-month,Electronic check,0
7779-ORAEL,loyal,high,75.15,3480.35,45,Two year,Credit card (automatic),0
0644-OQMDK,new,high,70.65,293.85,4,Month-to-month,Electronic check,0
4077-CROMM,mid,high,104.2,3243.45,31,Month-to-month,Electronic check,1
3154-CFSZG,loyal,high,90.05,4137.2,47,Month-to-month,Electronic check,0
2868-MZAGQ,new,high,79.25,79.25,1,Month-to-month,Electronic check,1
4847-QNOKA,new,medium,44.9,44.9,1,Month-to-month,Bank transfer (automatic),1
2220-IAHLS,new,low,19.4,19.4,1,Month-to-month,Credit card (automatic),0
1658-XUHBX,loyal,high,88.75,5348.65,59,Month-to-month,Credit card (automatic),0
6379-RXJRQ,new,high,70.1,659.65,10,Month-to-month,Electronic check,1
2378-HTWFW,mid,high,91.0,3180.5,35,Month-to-month,Credit card (automatic),0
8650-RHRKE,new,low,29.65,118.5,4,Month-to-month,Electronic check,1
4377-VDHYI,mid,high,90.8,3023.85,32,One year,Electronic check,0
0475-RIJEP,loyal,high,77.85,3365.85,43,Month-to-month,Electronic check,1
1260-TTRXI,new,medium,54.3,195.3,4,Month-to-month,Electronic check,1
3719-TDVQB,loyal,low,18.95,1031.1,54,Two year,Mailed check,0
6328-ZPBGN,new,high,95.15,997.65,11,Month-to-month,Bank transfer (automatic),1
0201-MIBOL,loyal,high,102.4,6471.85,66,Two year,Bank transfer (automatic),0
4937-QPZPO,loyal,high,99.9,6241.35,61,One year,Electronic check,0
2925-VDZHY,loyal,high,88.7,6501.35,72,Two year,Credit card (automatic),0
6981-TDRFT,loyal,medium,54.3,2317.1,44,One year,Electronic check,0
3413-CSSTH,loyal,medium,55.7,2237.55,41,Month-to-month,Bank transfer (automatic),0
8033-VCZGH,loyal,high,103.95,5231.3,50,One year,Electronic check,0
4789-KWMXN,loyal,high,110.85,5275.8,47,One year,Credit card (automatic),1
0224-NIJLP,new,low,20.15,165.5,8,Two year,Mailed check,0
7542-CYDDM,mid,low,20.05,358.5,18,Month-to-month,Mailed check,0
4718-WXBGI,loyal,high,91.95,6614.9,72,Two year,Credit card (automatic),0
